Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 128, Row: 25, Price: $75.00, Est. Price: $75.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0e6f0923f9bcd9aedee
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 317, Row: 32, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09b2dec8018c761b37e0
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 310, Row: 32, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09aedec8018c761a9a0b
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 215, Row: 4, Price: $54.00, Est. Price: $54.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d48fbddec8018c7685a272
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 319, Row: 32, Price: $54.00, Est. Price: $54.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09b6dec8018c761b93ad
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 205, Row: 2, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0e7f0923f9bcd9af7cf
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 216, Row: 1, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67098d98f0923f9bcd539beb
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 204, Row: 1, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67098d62f0923f9bcd4d85df
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 142, Row: 39, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09c2dec8018c761d0603
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 139, Row: 39, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09c8dec8018c761da7fb
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 106, Row: 39, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09c7dec8018c761da27d
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 107, Row: 39, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09c2dec8018c761d00b3
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 140, Row: 39, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09b4dec8018c761b6751
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 137, Row: 39, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09aedec8018c761a9bf1
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 105, Row: 39, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09c4dec8018c761d387d
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 101, Row: 28, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09c8dec8018c761da671
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 104, Row: 37, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09c8dec8018c761da7ee
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 112, Row: 9, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67098d98f0923f9bcd539bf1
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 133, Row: 2, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0d6f0923f9bcd9997e8
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 217, Row: 2, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d48fbfdec8018c7685de10
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 135, Row: 19, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d95800dec8018c761d48cf
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 111, Row: 16, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d99f2adec8018c760cb3bd
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 130, Row: 28, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0def0923f9bcd9a7663
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 131, Row: 21, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d48fbadec8018c76851ad8
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 218, Row: 1, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0e5f0923f9bcd9adb12
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 114, Row: 24, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0d8f0923f9bcd99de36
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 113, Row: 23, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67896df55f5eedb9b5449514
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 219, Row: 5, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d9580bdec8018c761dd45d
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 220, Row: 3, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d95803dec8018c761d7bc9
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 202, Row: 3, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d95800dec8018c761d4724
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 200, Row: 2, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d9580adec8018c761dc92e
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 203, Row: 4, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d957f3dec8018c761c9608
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 201, Row: 3, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d95807dec8018c761db0f4
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 205, Row: 7, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d957f5dec8018c761cb230
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 221, Row: 5, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d957f8dec8018c761ce076
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 222, Row: 4, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d95801dec8018c761d5e8c
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 133, Row: 39, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09b2dec8018c761b33e6
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 134, Row: 39, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09b4dec8018c761b67f4
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 135, Row: 39, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09c6dec8018c761d7baf
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 111, Row: 39, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09d1dec8018c761ed093
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 110, Row: 39, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09c4dec8018c761d417e
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 109, Row: 39, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09bedec8018c761c7578
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 127, Row: 28, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d48fbadec8018c768519de
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 130, Row: 21, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67896de55f5eedb9b543224b
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 206, Row: 3, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0e9f0923f9bcd9b0dea
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 122, Row: 30, Price: $74.00, Est. Price: $74.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0d6f0923f9bcd9997ae
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 125, Row: 28, Price: $75.00, Est. Price: $75.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67896dea5f5eedb9b543a14f
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 202, Row: 11, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09cbdec8018c761e0d24
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 218, Row: 11, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09aadec8018c761a1f33
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 208, Row: 3, Price: $77.00, Est. Price: $77.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d48fbcdec8018c76855a5e
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 220, Row: 10, Price: $77.00, Est. Price: $77.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09c4dec8018c761d3738
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 117, Row: 25, Price: $78.00, Est. Price: $78.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0e1f0923f9bcd9aa92b
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 212, Row: 3, Price: $78.00, Est. Price: $78.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d48fbfdec8018c7685dc3b
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 221, Row: 11, Price: $78.00, Est. Price: $78.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67ca09c4dec8018c761d4031
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 129, Row: 24, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67896df85f5eedb9b544dd6c
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 119, Row: 23, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67c62853dec8018c76c70903
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 211, Row: 7, Price: $80.00, Est. Price: $80.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d95803dec8018c761d7c73
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 213, Row: 7, Price: $80.00, Est. Price: $80.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d957fedec8018c761d3169
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 209, Row: 7, Price: $80.00, Est. Price: $80.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d9580adec8018c761dc902
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 214, Row: 6, Price: $80.00, Est. Price: $80.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d9580bdec8018c761dd37f
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 124, Row: 26, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67896de55f5eedb9b54322ea
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 114, Row: 39, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d091a0dec8018c7693a298
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 112, Row: 39, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d091d5dec8018c769abaeb
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 123, Row: 34, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d957fadec8018c761d0109
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 118, Row: 29, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d957f5dec8018c761cb2f9
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 126, Row: 26, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67896ded5f5eedb9b543cd31
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 126, Row: 33, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d95804dec8018c761d910e
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 117, Row: 31, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d95807dec8018c761daebe
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 120, Row: 34, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d957fddec8018c761d21d2
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 115, Row: 29, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d957f5dec8018c761cb1d8
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 207, Row: 1, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67896df65f5eedb9b544c240
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 122, Row: 35, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d957f8dec8018c761cdf8c
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 121, Row: 35, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d9580adec8018c761dc91b
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 120, Row: 24, Price: $86.00, Est. Price: $86.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67896de65f5eedb9b5432fb4
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 116, Row: 21, Price: $93.00, Est. Price: $93.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67098e7af0923f9bcd6e0b03
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: B, Row: G, Price: $99.00, Est. Price: $99.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0dff0923f9bcd9a7fba
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: R, Row: G, Price: $102.00, Est. Price: $102.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0dbf0923f9bcd9a2d68
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: A, Row: E, Price: $113.00, Est. Price: $113.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0e6f0923f9bcd9aedd1
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: S, Row: C, Price: $116.00, Est. Price: $116.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0e1f0923f9bcd9aa9dc
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: E, Row: 11, Price: $143.00, Est. Price: $143.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0e4f0923f9bcd9acdf6
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: 111, Row: 1, Price: $156.00, Est. Price: $156.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/673664c6585e58e5aae82010
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: F, Row: 9, Price: $157.00, Est. Price: $157.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67098ff3f0923f9bcd9a0ae5
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: N, Row: 9, Price: $157.00, Est. Price: $157.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0d6f0923f9bcd999772
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: O, Row: 15, Price: $158.00, Est. Price: $158.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d95803dec8018c761d7bc1
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: C, Row: 12, Price: $158.00, Est. Price: $158.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d95805dec8018c761da11a
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: D, Row: 7, Price: $163.00, Est. Price: $163.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/6709901ff0923f9bcd9fb2be
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: Q, Row: 8, Price: $165.00, Est. Price: $165.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/670ea0d6f0923f9bcd9997b6
Date: 09-16-2025, Home Team: Dbacks, Away Team: Giants, Section: K, Row: M, Price: $170.00, Est. Price: $170.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/9-16-2025-phoenix-az-chase-field/events/66a1722fb0cc2cb65c53b1b3/listings/67d95804dec8018c761d90a7
