Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 129, Row: 27, Price: $131.00, Est. Price: $131.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a8fdec8018c761c5d1b
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 134, Row: 3, Price: $87.00, Est. Price: $87.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67b502b82f94efc810ad66ef
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 107, Row: 28, Price: $87.00, Est. Price: $87.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67c07928dec8018c76c2cf60
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 108, Row: 28, Price: $88.00, Est. Price: $88.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67896e805f5eedb9b553c927
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 108, Row: 35, Price: $88.00, Est. Price: $88.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67c0791edec8018c76c1afe5
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 111, Row: 6, Price: $90.00, Est. Price: $90.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67b502872f94efc810a5e34a
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 143, Row: 12, Price: $92.00, Est. Price: $92.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67a2824af6af5e52e42e97f2
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 215, Row: 4, Price: $93.00, Est. Price: $93.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d48fbadec8018c76851da9
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 200, Row: 3, Price: $94.00, Est. Price: $94.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a11dec8018c760fbc30
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 203, Row: 6, Price: $94.00, Est. Price: $94.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d4b5dbdec8018c767c6777
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 201, Row: 3, Price: $94.00, Est. Price: $94.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a95dec8018c761d29f6
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 205, Row: 10, Price: $94.00, Est. Price: $94.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a15dec8018c76104b60
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 216, Row: 9, Price: $94.00, Est. Price: $94.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d4b5d8dec8018c767c2cd8
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 204, Row: 7, Price: $94.00, Est. Price: $94.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a1bdec8018c761108b5
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 217, Row: 10, Price: $94.00, Est. Price: $94.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a98dec8018c761d9129
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 202, Row: 4, Price: $95.00, Est. Price: $95.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a19dec8018c7610c14a
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 218, Row: 6, Price: $95.00, Est. Price: $95.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a91dec8018c761c8d82
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 222, Row: 4, Price: $97.00, Est. Price: $97.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a23dec8018c7611b9f2
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 223, Row: 5, Price: $97.00, Est. Price: $97.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a9edec8018c761e1cab
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 135, Row: 22, Price: $97.00, Est. Price: $97.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a9cdec8018c761defb7
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 110, Row: 14, Price: $97.00, Est. Price: $97.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a9cdec8018c761defad
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 109, Row: 16, Price: $97.00, Est. Price: $97.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a96dec8018c761d62d7
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 221, Row: 5, Price: $98.00, Est. Price: $98.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d959ffdec8018c7644f876
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 112, Row: 9, Price: $98.00, Est. Price: $98.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67b503192f94efc810b8dcdc
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 110, Row: 8, Price: $98.00, Est. Price: $98.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d48fbadec8018c7685198c
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 200, Row: 10, Price: $105.00, Est. Price: $105.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d20356dec8018c76ef215a
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 203, Row: 11, Price: $105.00, Est. Price: $105.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d20375dec8018c76f26223
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 220, Row: 10, Price: $107.00, Est. Price: $107.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d2036ddec8018c76f14f22
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 202, Row: 11, Price: $107.00, Est. Price: $107.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d20345dec8018c76ed7139
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 222, Row: 11, Price: $108.00, Est. Price: $108.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d20358dec8018c76ef505c
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 134, Row: 39, Price: $108.00, Est. Price: $108.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d2033edec8018c76ecbf0a
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 135, Row: 39, Price: $108.00, Est. Price: $108.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d20377dec8018c76f276df
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 111, Row: 39, Price: $108.00, Est. Price: $108.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d20349dec8018c76edd4fa
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 110, Row: 39, Price: $108.00, Est. Price: $108.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d20347dec8018c76ed9ea8
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 109, Row: 39, Price: $108.00, Est. Price: $108.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d2036bdec8018c76f10d10
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 132, Row: 2, Price: $110.00, Est. Price: $110.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67b503512f94efc810c20528
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 133, Row: 39, Price: $110.00, Est. Price: $110.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d20351dec8018c76ee9c18
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 114, Row: 28, Price: $112.00, Est. Price: $112.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d7543bdec8018c76a82aec
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 113, Row: 24, Price: $112.00, Est. Price: $112.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a1bdec8018c761108b3
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 130, Row: 30, Price: $112.00, Est. Price: $112.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03aa4dec8018c761e73f3
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 131, Row: 27, Price: $112.00, Est. Price: $112.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a99dec8018c761db9d6
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 134, Row: 31, Price: $113.00, Est. Price: $113.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67a282daf6af5e52e43b26df
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 214, Row: 6, Price: $115.00, Est. Price: $115.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a21dec8018c76119e67
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 207, Row: 8, Price: $115.00, Est. Price: $115.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a0edec8018c760f5d83
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 208, Row: 8, Price: $115.00, Est. Price: $115.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a12dec8018c760ff3ac
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 206, Row: 7, Price: $115.00, Est. Price: $115.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a1ddec8018c76113079
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 111, Row: 29, Price: $115.00, Est. Price: $115.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67a282d8f6af5e52e43b0ab7
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 206, Row: 1, Price: $117.00, Est. Price: $117.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d48fbadec8018c76851e02
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 113, Row: 39, Price: $122.00, Est. Price: $122.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d4c2b3dec8018c760a9e52
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 209, Row: 3, Price: $123.00, Est. Price: $123.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/673d12b9585e58e5aa880717
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 127, Row: 28, Price: $123.00, Est. Price: $123.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d48fbadec8018c76851971
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 107, Row: 39, Price: $123.00, Est. Price: $123.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/6764fe1cb98988f2dbd771f9
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 112, Row: 39, Price: $124.00, Est. Price: $124.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d2035adec8018c76ef8a6b
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 213, Row: 9, Price: $129.00, Est. Price: $129.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d2034fdec8018c76ee6ee9
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 116, Row: 29, Price: $129.00, Est. Price: $129.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d1bbebdec8018c761153f8
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 128, Row: 32, Price: $131.00, Est. Price: $131.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d06ff0dec8018c7645bfc6
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 117, Row: 31, Price: $131.00, Est. Price: $131.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d712ecdec8018c765bb287
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 130, Row: 21, Price: $138.00, Est. Price: $138.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67896e6e5f5eedb9b5512639
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 118, Row: 30, Price: $140.00, Est. Price: $140.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a9cdec8018c761defa7
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 124, Row: 38, Price: $140.00, Est. Price: $140.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03aa5dec8018c761e9301
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 121, Row: 35, Price: $140.00, Est. Price: $140.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d45e37dec8018c76fb508b
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 126, Row: 34, Price: $140.00, Est. Price: $140.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d712ecdec8018c765bb3f2
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 125, Row: 37, Price: $140.00, Est. Price: $140.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a26dec8018c7611ee9f
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 120, Row: 38, Price: $140.00, Est. Price: $140.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a0edec8018c760f5dd5
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 213, Row: 1, Price: $140.00, Est. Price: $140.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/670ea1b6f0923f9bcdacf568
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 122, Row: 36, Price: $142.00, Est. Price: $142.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d06ffadec8018c764663b3
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 115, Row: 32, Price: $143.00, Est. Price: $143.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d20369dec8018c76f0cc99
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 117, Row: 39, Price: $145.00, Est. Price: $145.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d20347dec8018c76ed997c
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 122, Row: 29, Price: $156.00, Est. Price: $156.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67896e7d5f5eedb9b5533a53
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 118, Row: 39, Price: $157.00, Est. Price: $157.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d2034ddec8018c76ee41d6
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 121, Row: 28, Price: $166.00, Est. Price: $166.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67a282d7f6af5e52e43afc3a
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 119, Row: 24, Price: $172.00, Est. Price: $172.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d9d54ddec8018c76fcb4aa
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 123, Row: 26, Price: $173.00, Est. Price: $173.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67a28259f6af5e52e42f95e7
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: B, Row: E, Price: $176.00, Est. Price: $176.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67b503e52f94efc810d1600f
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: A, Row: C, Price: $176.00, Est. Price: $176.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67b503e52f94efc810d16015
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 126, Row: 22, Price: $183.00, Est. Price: $183.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67896e7e5f5eedb9b5536937
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: D, Row: 13, Price: $201.00, Est. Price: $201.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67c764dbdec8018c76cab771
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: R, Row: G, Price: $209.00, Est. Price: $209.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/670ea1b0f0923f9bcdac3d98
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: O, Row: 15, Price: $225.00, Est. Price: $225.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03aa4dec8018c761e73e9
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: F, Row: 14, Price: $225.00, Est. Price: $225.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03aa0dec8018c761e2c21
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: P, Row: 17, Price: $225.00, Est. Price: $225.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a20dec8018c761176a7
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: C, Row: 13, Price: $225.00, Est. Price: $225.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03aa2dec8018c761e5e75
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: Q, Row: 15, Price: $225.00, Est. Price: $225.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03aa2dec8018c761e5e6d
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: H, Row: M, Price: $237.00, Est. Price: $237.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03aa5dec8018c761e9316
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: E, Row: 11, Price: $261.00, Est. Price: $261.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/670ea1acf0923f9bcdabe0c0
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: I, Row: G, Price: $280.00, Est. Price: $280.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67b5047b2f94efc810dfdbdb
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: J, Row: L, Price: $280.00, Est. Price: $280.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67b504472f94efc810d8797f
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: N, Row: 9, Price: $283.00, Est. Price: $283.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/670ea1b2f0923f9bcdac7c7c
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 111, Row: 1, Price: $340.00, Est. Price: $340.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/672d1e83585e58e5aaef61b0
