Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 101, Row: 22, Price: $33, Est. Price: $52.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8960162257
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 138, Row: 27, Price: $63, Est. Price: $91.35, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8904744774
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 139, Row: 19, Price: $63, Est. Price: $91.35, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8904744917
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 138, Row: 28, Price: $63, Est. Price: $91.35, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8904744788
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 139, Row: 20, Price: $63, Est. Price: $91.35, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8904744927
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 313, Row: 1, Price: $63, Est. Price: $91.35, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8836071661
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 310, Row: 1, Price: $64, Est. Price: $92.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8936933053
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 143, Row: 11, Price: $64, Est. Price: $92.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8936933071
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 215, Row: 4, Price: $64, Est. Price: $92.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8960209492
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 204, Row: 1, Price: $64, Est. Price: $92.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8793950571
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 112, Row: 9, Price: $64, Est. Price: $92.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8793947009
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 108, Row: 16, Price: $65, Est. Price: $94.25, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8607845963
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 205, Row: 10, Price: $65, Est. Price: $94.25, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933358695
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 203, Row: 6, Price: $65, Est. Price: $94.25, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8961834700
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 202, Row: 4, Price: $65, Est. Price: $94.25, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933358732
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 216, Row: 9, Price: $65, Est. Price: $94.25, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8971417844
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 201, Row: 3, Price: $65, Est. Price: $94.25, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933371416
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 200, Row: 3, Price: $65, Est. Price: $94.25, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933364997
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 217, Row: 10, Price: $65, Est. Price: $94.25, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933371414
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 218, Row: 6, Price: $65, Est. Price: $94.25, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933371411
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 219, Row: 11, Price: $65, Est. Price: $94.25, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933364804
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 112, Row: 7, Price: $66, Est. Price: $95.70, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8874221487
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 321, Row: 6, Price: $67, Est. Price: $97.15, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8913764478
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 110, Row: 8, Price: $67, Est. Price: $97.15, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8960214653
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 112, Row: 6, Price: $67, Est. Price: $97.15, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8793946318
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 109, Row: 16, Price: $67, Est. Price: $97.15, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933366233
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 135, Row: 22, Price: $67, Est. Price: $97.15, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933366339
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 221, Row: 5, Price: $67, Est. Price: $97.15, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8987063143
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 222, Row: 4, Price: $67, Est. Price: $97.15, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933356765
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 223, Row: 5, Price: $67, Est. Price: $97.15, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933366226
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 112, Row: 5, Price: $68, Est. Price: $98.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8793945890
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 217, Row: 2, Price: $70, Est. Price: $101.50, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8960165772
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 220, Row: 3, Price: $71, Est. Price: $102.95, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8829713292
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 110, Row: 7, Price: $72, Est. Price: $104.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8989974494
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 132, Row: 2, Price: $73, Est. Price: $105.85, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8793950130
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 219, Row: 10, Price: $74, Est. Price: $107.30, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8940700214
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 100, Row: 1, Price: $76, Est. Price: $110.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8799149399
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 203, Row: 4, Price: $78, Est. Price: $113.10, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8829714291
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 200, Row: 2, Price: $78, Est. Price: $113.10, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8996561077
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 205, Row: 9, Price: $79, Est. Price: $114.55, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8883043983
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 202, Row: 3, Price: $79, Est. Price: $114.55, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8829713727
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 216, Row: 8, Price: $79, Est. Price: $114.55, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8913465543
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 218, Row: 5, Price: $79, Est. Price: $114.55, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8829850396
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 221, Row: 3, Price: $79, Est. Price: $114.55, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8838084484
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 222, Row: 3, Price: $79, Est. Price: $114.55, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8829718045
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 219, Row: 9, Price: $80, Est. Price: $116.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8940880475
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 114, Row: 28, Price: $80, Est. Price: $116.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8975762717
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 130, Row: 30, Price: $80, Est. Price: $116.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933366358
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 113, Row: 24, Price: $80, Est. Price: $116.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933357007
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 131, Row: 27, Price: $80, Est. Price: $116.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933371431
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 109, Row: 13, Price: $81, Est. Price: $117.45, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8829717792
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 135, Row: 17, Price: $81, Est. Price: $117.45, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8856199573
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 223, Row: 4, Price: $81, Est. Price: $117.45, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8829823196
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 208, Row: 8, Price: $82, Est. Price: $118.90, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933358767
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 207, Row: 8, Price: $82, Est. Price: $118.90, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933357071
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 206, Row: 7, Price: $82, Est. Price: $118.90, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933358699
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 214, Row: 6, Price: $82, Est. Price: $118.90, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933356830
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 205, Row: 1, Price: $82, Est. Price: $118.90, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8940816442
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 206, Row: 1, Price: $83, Est. Price: $120.35, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8960188067
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 219, Row: 8, Price: $83, Est. Price: $120.35, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8937202630
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 131, Row: 23, Price: $86, Est. Price: $124.70, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8829741544
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 127, Row: 28, Price: $86, Est. Price: $124.70, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8960161965
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 218, Row: 1, Price: $86, Est. Price: $124.70, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8936931470
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 209, Row: 10, Price: $87, Est. Price: $126.15, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8928256055
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 131, Row: 21, Price: $87, Est. Price: $126.15, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8960187895
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 111, Row: 2, Price: $87, Est. Price: $126.15, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8936933141
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 209, Row: 3, Price: $88, Est. Price: $127.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8936931534
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 202, Row: 2, Price: $88, Est. Price: $127.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8907557339
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 201, Row: 2, Price: $88, Est. Price: $127.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8904746679
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 219, Row: 5, Price: $88, Est. Price: $127.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8907558174
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 219, Row: 7, Price: $88, Est. Price: $127.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8907558176
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 130, Row: 27, Price: $89, Est. Price: $129.05, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8961878337
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 213, Row: 9, Price: $89, Est. Price: $129.05, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8945206872
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 222, Row: 1, Price: $91, Est. Price: $131.95, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8907558292
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 222, Row: 2, Price: $91, Est. Price: $131.95, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8907558319
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 127, Row: 26, Price: $91, Est. Price: $131.95, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8960207086
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 130, Row: 26, Price: $93, Est. Price: $134.85, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8961853824
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 117, Row: 31, Price: $93, Est. Price: $134.85, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8974524079
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 116, Row: 29, Price: $93, Est. Price: $134.85, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8942131822
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 128, Row: 32, Price: $93, Est. Price: $134.85, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8934753280
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 129, Row: 27, Price: $93, Est. Price: $134.85, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933371415
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 214, Row: 3, Price: $95, Est. Price: $137.75, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8829713308
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 132, Row: 1, Price: $96, Est. Price: $139.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8793950641
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 211, Row: 7, Price: $96, Est. Price: $139.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8919823683
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 129, Row: 21, Price: $97, Est. Price: $140.65, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8857898941
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 208, Row: 5, Price: $97, Est. Price: $140.65, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8829713983
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 207, Row: 6, Price: $97, Est. Price: $140.65, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8879518324
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 212, Row: 9, Price: $97, Est. Price: $140.65, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8914959288
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 213, Row: 6, Price: $97, Est. Price: $140.65, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8840525695
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 114, Row: 24, Price: $98, Est. Price: $142.10, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8940788943
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 130, Row: 24, Price: $98, Est. Price: $142.10, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8961877815
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 130, Row: 22, Price: $99, Est. Price: $143.55, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8940789712
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 115, Row: 32, Price: $99, Est. Price: $143.55, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8945265653
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 130, Row: 21, Price: $100, Est. Price: $145.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8961853797
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 113, Row: 22, Price: $100, Est. Price: $145.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8940790022
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 114, Row: 21, Price: $101, Est. Price: $146.45, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8940815377
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 121, Row: 21, Price: $102, Est. Price: $147.90, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8906098934
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 213, Row: 1, Price: $102, Est. Price: $147.90, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8940813846
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 118, Row: 30, Price: $102, Est. Price: $147.90, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933364887
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 126, Row: 34, Price: $102, Est. Price: $147.90, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8974523569
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 120, Row: 38, Price: $102, Est. Price: $147.90, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933358784
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 122, Row: 36, Price: $102, Est. Price: $147.90, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8934753314
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 125, Row: 37, Price: $102, Est. Price: $147.90, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933358657
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 124, Row: 38, Price: $102, Est. Price: $147.90, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8933371451
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 112, Row: 2, Price: $103, Est. Price: $149.35, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8961877786
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 123, Row: 31, Price: $105, Est. Price: $152.25, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8835510792
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 117, Row: 25, Price: $107, Est. Price: $155.15, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8940789027
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 114, Row: 17, Price: $107, Est. Price: $155.15, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8829736510
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 131, Row: 17, Price: $107, Est. Price: $155.15, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8950319092
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 207, Row: 4, Price: $108, Est. Price: $156.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8907557771
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 215, Row: 1, Price: $108, Est. Price: $156.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8907558133
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 116, Row: 27, Price: $109, Est. Price: $158.05, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-9-7-2025/event/154664624/?quantity=2&listingId=8829737704
