Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 128, Row: 25, Price: $74.00, Est. Price: $74.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0ddf0923f9bcd9a669a
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 215, Row: 4, Price: $54.00, Est. Price: $54.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d48fbfdec8018c7685dcca
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 319, Row: 32, Price: $54.00, Est. Price: $54.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0cfedec8018c7676a524
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 205, Row: 2, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0e3f0923f9bcd9ac6ca
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 216, Row: 1, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67098d98f0923f9bcd539c04
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 204, Row: 1, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67098d62f0923f9bcd4d85d2
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 138, Row: 39, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d0cdec8018c7677f762
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 144, Row: 17, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d13dec8018c7678b099
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 142, Row: 39, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d1ddec8018c7679b258
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 139, Row: 39, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d21dec8018c767a3d7b
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 106, Row: 39, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d1ddec8018c7679b135
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 140, Row: 39, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0cf7dec8018c76760a89
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 137, Row: 39, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d1ddec8018c7679b71a
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 141, Row: 39, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d2ddec8018c767b78b3
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 136, Row: 39, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0cf0dec8018c7675342c
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 105, Row: 39, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d1adec8018c76796f7d
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 101, Row: 28, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0cf0dec8018c76753725
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 104, Row: 37, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d0fdec8018c76783440
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 112, Row: 9, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67098d98f0923f9bcd539bc6
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 133, Row: 2, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0e1f0923f9bcd9aaa37
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 217, Row: 2, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d48fb7dec8018c7684b384
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 130, Row: 28, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0e7f0923f9bcd9af7e7
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 131, Row: 21, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d48fb7dec8018c7684b405
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 132, Row: 5, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67098e1df0923f9bcd62ba8b
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 114, Row: 24, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0e0f0923f9bcd9a9371
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 113, Row: 23, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67896df55f5eedb9b54494e1
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 202, Row: 3, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ccaff2dec8018c76e898f5
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 218, Row: 1, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0e8f0923f9bcd9b0389
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 200, Row: 2, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67caf80ddec8018c768500f2
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 201, Row: 2, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67caf7cbdec8018c76800ce3
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 221, Row: 4, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67caf733dec8018c76749228
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 223, Row: 2, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67caf730dec8018c767470c0
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 133, Row: 39, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0cfedec8018c7676adcc
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 134, Row: 39, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d2ddec8018c767b7bcd
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 135, Row: 39, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d13dec8018c7678af1a
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 111, Row: 39, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0cf3dec8018c7675828d
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 110, Row: 38, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67cb5fc6dec8018c76342cf9
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 222, Row: 3, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67caf72bdec8018c76741472
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 130, Row: 21, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67896de75f5eedb9b5434c14
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 206, Row: 3, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0e8f0923f9bcd9b03b6
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 122, Row: 30, Price: $74.00, Est. Price: $74.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0daf0923f9bcd9a0dfd
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 117, Row: 25, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0d6f0923f9bcd9997f0
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 125, Row: 28, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0e1f0923f9bcd9aa944
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 127, Row: 25, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67896de85f5eedb9b5435d8e
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 219, Row: 11, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0ceedec8018c7674e5b7
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 202, Row: 11, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0ce9dec8018c767439da
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 218, Row: 11, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d36dec8018c767c4b1d
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 203, Row: 11, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d36dec8018c767c4d51
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 208, Row: 3, Price: $77.00, Est. Price: $77.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d48fbadec8018c76851997
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 220, Row: 10, Price: $77.00, Est. Price: $77.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d01dec8018c7676db86
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 129, Row: 24, Price: $78.00, Est. Price: $78.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67896de55f5eedb9b543227e
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 212, Row: 3, Price: $78.00, Est. Price: $78.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d48fbcdec8018c76855b7f
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 221, Row: 12, Price: $78.00, Est. Price: $78.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d2fdec8018c767baed4
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 119, Row: 23, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67c6285bdec8018c76c75bdc
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 211, Row: 7, Price: $80.00, Est. Price: $80.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d62f3adec8018c7621b57f
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 213, Row: 5, Price: $80.00, Est. Price: $80.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67caf7ccdec8018c768020db
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 214, Row: 5, Price: $80.00, Est. Price: $80.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d376c0dec8018c76370eaf
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 124, Row: 26, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67896def5f5eedb9b543f848
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 114, Row: 39, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d091acdec8018c7694fa22
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 112, Row: 39, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d091a6dec8018c76944732
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 118, Row: 28, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67cc1f9ddec8018c76406f40
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 124, Row: 37, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67cf2ca2dec8018c7692cacd
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 126, Row: 26, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67896def5f5eedb9b54414b8
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 120, Row: 33, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d62f37dec8018c76218cd1
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 115, Row: 27, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67caf734dec8018c76749fcd
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 207, Row: 1, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67896df55f5eedb9b544a245
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 121, Row: 31, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67caf72fdec8018c767459c9
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 120, Row: 24, Price: $86.00, Est. Price: $86.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67896dee5f5eedb9b543eff1
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 126, Row: 21, Price: $87.00, Est. Price: $87.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0e9f0923f9bcd9b0db7
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 209, Row: 11, Price: $90.00, Est. Price: $90.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d20351dec8018c76eea136
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 123, Row: 38, Price: $92.00, Est. Price: $92.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d2035edec8018c76efe46d
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 117, Row: 39, Price: $92.00, Est. Price: $92.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d2035cdec8018c76efbea1
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 116, Row: 21, Price: $93.00, Est. Price: $93.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67098e7af0923f9bcd6e0af3
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 122, Row: 39, Price: $93.00, Est. Price: $93.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d20356dec8018c76ef1c0b
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 121, Row: 39, Price: $93.00, Est. Price: $93.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d20343dec8018c76ed321c
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: B, Row: G, Price: $99.00, Est. Price: $99.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0d7f0923f9bcd99bc58
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: R, Row: G, Price: $102.00, Est. Price: $102.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0daf0923f9bcd9a0e1b
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: S, Row: E, Price: $110.00, Est. Price: $110.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d376e3dec8018c763b8792
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: A, Row: E, Price: $113.00, Est. Price: $113.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0daf0923f9bcd9a0ddb
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 111, Row: 1, Price: $126.00, Est. Price: $126.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/6716c63ef0923f9bcdfc5657
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: E, Row: 11, Price: $143.00, Est. Price: $143.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0e3f0923f9bcd9ac6a4
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: N, Row: 9, Price: $153.00, Est. Price: $153.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0d6f0923f9bcd9997c2
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: G, Row: H, Price: $155.00, Est. Price: $155.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67bf94b42f94efc810adb7db
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: H, Row: I, Price: $157.00, Est. Price: $157.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d48fbddec8018c7685a141
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: F, Row: 9, Price: $157.00, Est. Price: $157.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67098ff3f0923f9bcd9a0abd
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: P, Row: 15, Price: $158.00, Est. Price: $158.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67caf7d6dec8018c7680d84e
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: Q, Row: 11, Price: $158.00, Est. Price: $158.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67caf7d9dec8018c76810bf5
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: C, Row: 9, Price: $158.00, Est. Price: $158.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67caf736dec8018c7674b196
