Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 116, Row: 23, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67dd87b8d4811782d3298b66
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 133, Row: 10, Price: $51.00, Est. Price: $51.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67896a8b5f5eedb9b5ec7971
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 111, Row: 2, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6704d98c1a2fe259048d8843
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 134, Row: 7, Price: $55.00, Est. Price: $55.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0ddf0923f9bcd9a66d2
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 134, Row: 39, Price: $55.00, Est. Price: $55.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6764fa58b98988f2db580381
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 205, Row: 2, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0e0f0923f9bcd9a9315
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 133, Row: 5, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67896a925f5eedb9b5ed2f54
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 218, Row: 1, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0e8f0923f9bcd9b0439
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 215, Row: 4, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67d48fb7dec8018c7684ba79
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 132, Row: 2, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6704deb01a2fe2590411f003
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 130, Row: 28, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0e0f0923f9bcd9a932a
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 111, Row: 26, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32024d4811782d330451a
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 109, Row: 14, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e3202ed4811782d3314e3b
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 134, Row: 16, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e3202ed4811782d331589c
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 135, Row: 19, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32047d4811782d33430bc
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 110, Row: 33, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e4481ed4811782d3a4137a
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 217, Row: 2, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67d48fb8dec8018c7684e168
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 131, Row: 39, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6764fa5bb98988f2db584852
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 206, Row: 11, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6764fa5bb98988f2db584957
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 114, Row: 24, Price: $64.00, Est. Price: $64.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0def0923f9bcd9a75e4
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 113, Row: 23, Price: $64.00, Est. Price: $64.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67896ae55f5eedb9b5f33aa1
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 204, Row: 1, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0d6f0923f9bcd99974b
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 115, Row: 25, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67ed908dd4811782d328ee05
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 113, Row: 39, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6764fa5cb98988f2db587e8b
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 120, Row: 23, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67aa857b3e2207e70bf90543
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 201, Row: 2, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32029d4811782d330c162
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 219, Row: 10, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32035d4811782d331f493
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 200, Row: 1, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e3203dd4811782d332b94b
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 220, Row: 2, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32047d4811782d3343368
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 202, Row: 2, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32053d4811782d335bf36
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 203, Row: 3, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32056d4811782d33619e5
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 216, Row: 6, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67eb3237d4811782d35bcb45
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 123, Row: 30, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67ed90a6d4811782d32c4457
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 119, Row: 24, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67d0ba8fdec8018c76cd6d84
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 223, Row: 2, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32033d4811782d331d297
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 221, Row: 3, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32038d4811782d332324a
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 222, Row: 2, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e3204ed4811782d33526f5
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 130, Row: 21, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67896ae15f5eedb9b5f3082d
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 127, Row: 24, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67aa857e3e2207e70bf954a9
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 118, Row: 23, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67d0ba33dec8018c76c4a2d1
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 123, Row: 39, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6764fa59b98988f2db58158e
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 220, Row: 10, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6764fa5ab98988f2db583598
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 208, Row: 3, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67d48fbddec8018c7685a429
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 114, Row: 29, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32056d4811782d3361a58
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 122, Row: 30, Price: $72.00, Est. Price: $72.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0def0923f9bcd9a75ce
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 121, Row: 39, Price: $72.00, Est. Price: $72.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6764fa5ab98988f2db58365d
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 112, Row: 2, Price: $72.00, Est. Price: $72.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67896ad95f5eedb9b5f27d9d
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 125, Row: 27, Price: $72.00, Est. Price: $72.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67aa85783e2207e70bf89d49
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 117, Row: 24, Price: $72.00, Est. Price: $72.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67d0ba15dec8018c76c19962
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 128, Row: 25, Price: $73.00, Est. Price: $73.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0e3f0923f9bcd9ac6f0
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 126, Row: 22, Price: $73.00, Est. Price: $73.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67d0ba8fdec8018c76cd6d88
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 126, Row: 27, Price: $75.00, Est. Price: $75.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67ed9081d4811782d326ef6a
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 125, Row: 38, Price: $77.00, Est. Price: $77.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6764fa5cb98988f2db587e2e
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 129, Row: 24, Price: $77.00, Est. Price: $77.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67896adc5f5eedb9b5f2ac97
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 214, Row: 10, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6764fa5bb98988f2db58490c
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 124, Row: 26, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67896b395f5eedb9b5f90e1f
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 221, Row: 12, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e853f4d4811782d333bd10
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 213, Row: 5, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32025d4811782d3306406
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 113, Row: 14, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e3202cd4811782d3312b83
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 209, Row: 6, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32036d4811782d3320810
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 212, Row: 5, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32036d4811782d3320e1b
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 131, Row: 16, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32038d4811782d33224b1
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 207, Row: 6, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32053d4811782d335cf2f
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 211, Row: 6, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67eda836d4811782d3d3359f
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 120, Row: 32, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32024d4811782d33046e9
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 128, Row: 32, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32047d4811782d33427f5
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 125, Row: 32, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32047d4811782d3343399
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 124, Row: 36, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e3204cd4811782d334e712
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 121, Row: 31, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e3204cd4811782d334f458
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 118, Row: 28, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67ec2c5cd4811782d3669389
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 214l, Row: 1, Price: $93.00, Est. Price: $93.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e9bdced4811782d3406022
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 122, Row: 21, Price: $96.00, Est. Price: $96.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67d89ee0dec8018c76c1a604
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: R, Row: G, Price: $98.00, Est. Price: $98.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0e2f0923f9bcd9ab772
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: B, Row: G, Price: $102.00, Est. Price: $102.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0e3f0923f9bcd9ac68d
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: A, Row: G, Price: $110.00, Est. Price: $110.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e32035d4811782d331e919
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: S, Row: E, Price: $110.00, Est. Price: $110.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e3203dd4811782d332ba2d
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: Terr, Row: 2, Price: $113.00, Est. Price: $113.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67ec1f12d4811782d3e30b6e
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: H, Row: I, Price: $125.00, Est. Price: $125.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67d48fc0dec8018c768624c5
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: F, Row: 9, Price: $139.00, Est. Price: $139.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6704dc791a2fe25904e2d7ee
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: G, Row: H, Price: $139.00, Est. Price: $139.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/678ebe555f5eedb9b5058194
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: E, Row: 11, Price: $142.00, Est. Price: $142.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0e5f0923f9bcd9adbad
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: N, Row: 9, Price: $156.00, Est. Price: $156.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0e2f0923f9bcd9ab846
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: O, Row: 16, Price: $159.00, Est. Price: $159.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e3203bd4811782d3327789
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: P, Row: 12, Price: $159.00, Est. Price: $159.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67e3203bd4811782d33283e6
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: C, Row: 9, Price: $159.00, Est. Price: $159.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67eb13f8d4811782d3e234f8
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: D, Row: 12, Price: $159.00, Est. Price: $159.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/67edb2e3d4811782d31b6be8
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: I, Row: G, Price: $163.00, Est. Price: $163.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6704dd0a1a2fe25904ee3ed7
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: Q, Row: 8, Price: $164.00, Est. Price: $164.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0ddf0923f9bcd9a6654
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: J, Row: L, Price: $168.00, Est. Price: $168.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/6704ddc61a2fe25904feb4bb
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 306, Row: 2, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0dbf0923f9bcd9a2d9f
Date: 04-24-2025, Home Team: Dbacks, Away Team: Rays, Section: 218, Row: 1, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/rays-at-diamondbacks-tickets/4-24-2025-phoenix-az-chase-field/events/66a170d982a078a95ab95ae0/listings/670ea0e8f0923f9bcd9b0439
