Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 128, Row: 25, Price: $74.00, Est. Price: $74.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/670ea104f0923f9bcd9c96ec
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 141, Row: 20, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54ce5d4811782d3a089b5
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 104, Row: 20, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cbfd4811782d39dcda4
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 135, Row: 12, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67896e2e5f5eedb9b54a5a25
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 111, Row: 6, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/6709824af0923f9bcdf98c2b
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 109, Row: 9, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/670ea10bf0923f9bcd9cf8f3
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 138, Row: 39, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e45e4fd4811782d3af9d66
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 144, Row: 18, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e45e59d4811782d3b16a13
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 142, Row: 39, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e45e58d4811782d3b11a05
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 106, Row: 38, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e45e40d4811782d3ad75b8
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 107, Row: 38, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e45e67d4811782d3b3d4a8
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 136, Row: 38, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e45e55d4811782d3b060eb
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 105, Row: 39, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e45e40d4811782d3ad7511
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 101, Row: 30, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e45e7ad4811782d3b69025
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 215, Row: 4, Price: $54.00, Est. Price: $54.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e15d34d4811782d3eacd1a
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 134, Row: 7, Price: $55.00, Est. Price: $55.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/670ea10bf0923f9bcd9cf962
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 205, Row: 2, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/670ea100f0923f9bcd9c48cf
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 216, Row: 1, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67098339f0923f9bcd179f7a
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 204, Row: 1, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67098339f0923f9bcd179f82
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 112, Row: 9, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/670983caf0923f9bcd270c98
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 133, Row: 4, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67896e255f5eedb9b5495b36
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 217, Row: 2, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e15d37d4811782d3eb02a2
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 127, Row: 28, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e15d3dd4811782d3eb6d97
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 218, Row: 1, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/670ea10bf0923f9bcd9cf966
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 134, Row: 16, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cabd4811782d39c608b
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 135, Row: 19, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54caad4811782d39c53dc
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 130, Row: 28, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/670ea10ef0923f9bcd9d3246
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 131, Row: 21, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e15d37d4811782d3eafd92
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 132, Row: 5, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67098511f0923f9bcd524239
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 114, Row: 24, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/670ea109f0923f9bcd9ce4fa
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 113, Row: 23, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67896e385f5eedb9b54b77e7
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 219, Row: 4, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cddd4811782d3a00c51
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 200, Row: 1, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cebd4811782d3a10aab
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 201, Row: 2, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54ce5d4811782d3a09296
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 203, Row: 3, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cf3d4811782d3a1bbca
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 220, Row: 2, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54caad4811782d39c54b1
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 202, Row: 2, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cabd4811782d39c6698
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 133, Row: 39, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e45e72d4811782d3b5d8b6
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 134, Row: 39, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e45e95d4811782d3b9e3ee
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 135, Row: 39, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e45e55d4811782d3b05d05
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 111, Row: 38, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e45e5fd4811782d3b2814e
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 110, Row: 37, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e45e75d4811782d3b6276b
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 221, Row: 3, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cc5d4811782d39e283e
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 223, Row: 2, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cc7d4811782d39e4a23
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 222, Row: 2, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cedd4811782d3a13bb9
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 130, Row: 21, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67896e295f5eedb9b549baf0
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 114, Row: 29, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cb9d4811782d39d7fe1
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 122, Row: 30, Price: $74.00, Est. Price: $74.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/670ea10bf0923f9bcd9cf920
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 125, Row: 28, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67896e275f5eedb9b549864b
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 220, Row: 10, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67dd93a1d4811782d3c168bc
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 202, Row: 11, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67dd93afd4811782d3c2ddac
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 117, Row: 25, Price: $78.00, Est. Price: $78.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/670ea107f0923f9bcd9cc3eb
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 212, Row: 3, Price: $78.00, Est. Price: $78.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e15d3dd4811782d3eb6fa2
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 129, Row: 24, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67896e305f5eedb9b54a97ac
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 221, Row: 12, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e45e87d4811782d3b7deb4
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 124, Row: 26, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67896e3a5f5eedb9b54bbbc3
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 211, Row: 7, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54ce1d4811782d3a040b5
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 213, Row: 5, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cabd4811782d39c5c52
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 209, Row: 6, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cc5d4811782d39e20ce
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 214, Row: 5, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cb3d4811782d39d102d
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 207, Row: 3, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54ccfd4811782d39ed152
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 208, Row: 5, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54ccfd4811782d39ecd7e
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 206, Row: 3, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/670ea10bf0923f9bcd9cf8d2
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 112, Row: 39, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67dd93a3d4811782d3c194b5
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 113, Row: 14, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54ce1d4811782d3a039b7
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 126, Row: 26, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67896e345f5eedb9b54afc51
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 120, Row: 25, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/670ea107f0923f9bcd9ccd92
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 121, Row: 30, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cd3d4811782d39f15bd
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 123, Row: 33, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cbfd4811782d39dd2b7
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 118, Row: 27, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cf5d4811782d3a210aa
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 119, Row: 29, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cf5d4811782d3a21dfa
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 115, Row: 27, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cadd4811782d39c9a3e
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 124, Row: 36, Price: $84.00, Est. Price: $84.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cbdd4811782d39dbbee
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 116, Row: 21, Price: $92.00, Est. Price: $92.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67098540f0923f9bcd57fb6d
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 122, Row: 39, Price: $92.00, Est. Price: $92.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67dd93b6d4811782d3c40bf5
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: B, Row: G, Price: $99.00, Est. Price: $99.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/670ea101f0923f9bcd9c6a04
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: R, Row: G, Price: $102.00, Est. Price: $102.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/670ea103f0923f9bcd9c7ff9
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 214l, Row: 1, Price: $107.00, Est. Price: $107.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e45e88d4811782d3b810bb
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 215l, Row: 1, Price: $107.00, Est. Price: $107.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e45e46d4811782d3ae566e
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: S, Row: C, Price: $110.00, Est. Price: $110.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54ccfd4811782d39ed514
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: A, Row: G, Price: $110.00, Est. Price: $110.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cf3d4811782d3a1c3fb
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: 111, Row: 1, Price: $126.00, Est. Price: $126.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/672d0bc7585e58e5aae52a75
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: E, Row: 11, Price: $143.00, Est. Price: $143.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/670ea102f0923f9bcd9c731b
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: N, Row: 7, Price: $149.00, Est. Price: $149.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e46ff0d4811782d3ee43fb
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: F, Row: 9, Price: $157.00, Est. Price: $157.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/6709862af0923f9bcd75cd06
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: O, Row: 17, Price: $159.00, Est. Price: $159.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54ccdd4811782d39ea6f0
Date: 08-20-2025, Home Team: Dbacks, Away Team: Guardians, Section: P, Row: 15, Price: $159.00, Est. Price: $159.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-20-2025-phoenix-az-chase-field/events/66a1720af43fc3fc6ee1a5fd/listings/67e54cb3d4811782d39d1a12
