Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 220, Row: 10, Price: $115.00, Est. Price: $115.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67eff8f40b271341d1e0720e
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 110, Row: 17, Price: $127.00, Est. Price: $127.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67eb7966d4811782d33e6ce2
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 144, Row: 17, Price: $129.00, Est. Price: $129.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67dc410cd4811782d33e41e3
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 101, Row: 27, Price: $134.00, Est. Price: $134.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67a94e153e2207e70b908762
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 222, Row: 5, Price: $135.00, Est. Price: $135.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e727efd4811782d351b170
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 221, Row: 8, Price: $135.00, Est. Price: $135.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ea0310d4811782d36d5111
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 109, Row: 27, Price: $135.00, Est. Price: $135.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ec727cd4811782d35a9cb0
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 135, Row: 36, Price: $135.00, Est. Price: $135.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ee059ed4811782d3c725f2
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 111, Row: 38, Price: $135.00, Est. Price: $135.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67f028e80b271341d1bb84f7
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 111, Row: 17, Price: $138.00, Est. Price: $138.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e2d502d4811782d3db128b
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 133, Row: 9, Price: $139.00, Est. Price: $139.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b5c64f2f94efc810b6f1fa
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 132, Row: 19, Price: $140.00, Est. Price: $140.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67eadaffd4811782d396e8eb
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 201, Row: 2, Price: $141.00, Est. Price: $141.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e727f4d4811782d3523d5b
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 220, Row: 4, Price: $141.00, Est. Price: $141.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e727f6d4811782d3525f0d
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 200, Row: 2, Price: $141.00, Est. Price: $141.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e727f9d4811782d35298f4
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 202, Row: 3, Price: $141.00, Est. Price: $141.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e727fad4811782d352c21d
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 219, Row: 6, Price: $141.00, Est. Price: $141.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e727fad4811782d352c22d
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 218, Row: 5, Price: $141.00, Est. Price: $141.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e727fed4811782d353016e
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 204, Row: 11, Price: $141.00, Est. Price: $141.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67eee2a40b271341d1db5bd6
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 216, Row: 10, Price: $141.00, Est. Price: $141.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef26080b271341d16b38a6
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 203, Row: 5, Price: $141.00, Est. Price: $141.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67f028f60b271341d1bde56b
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 135, Row: 12, Price: $143.00, Est. Price: $143.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67896e725f5eedb9b551bc90
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 133, Row: 26, Price: $144.00, Est. Price: $144.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679c11c5f6af5e52e445c07e
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: Terr, Row: 2, Price: $147.00, Est. Price: $147.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef49ec0b271341d1ecae1f
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 131, Row: 39, Price: $151.00, Est. Price: $151.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/6764facfb98988f2db6385e4
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 112, Row: 20, Price: $151.00, Est. Price: $151.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67eb7995d4811782d34182bc
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 111, Row: 10, Price: $152.00, Est. Price: $152.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e59460d4811782d32adab2
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 205, Row: 10, Price: $154.00, Est. Price: $154.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679bf8a0f6af5e52e4b5cfa0
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 223, Row: 12, Price: $154.00, Est. Price: $154.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef469a0b271341d181b4fc
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 206, Row: 11, Price: $154.00, Est. Price: $154.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef577f0b271341d107aa6a
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 133, Row: 4, Price: $157.00, Est. Price: $157.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67896e735f5eedb9b551d56d
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 214, Row: 10, Price: $158.00, Est. Price: $158.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/6764fad0b98988f2db638d8e
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 113, Row: 39, Price: $160.00, Est. Price: $160.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/6764fad2b98988f2db63cb9c
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 219, Row: 11, Price: $161.00, Est. Price: $161.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef47300b271341d1946bbf
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 215, Row: 8, Price: $161.00, Est. Price: $161.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef475d0b271341d19a7366
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 218, Row: 10, Price: $161.00, Est. Price: $161.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef47780b271341d19dea24
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 202, Row: 9, Price: $161.00, Est. Price: $161.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef47c20b271341d1a673b7
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 114, Row: 38, Price: $165.00, Est. Price: $165.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b04cd62f94efc81054bd4c
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 128, Row: 39, Price: $175.00, Est. Price: $175.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/6764fad2b98988f2db63cc51
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 129, Row: 32, Price: $184.00, Est. Price: $184.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ed909dd4811782d32ae784
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 212, Row: 11, Price: $186.00, Est. Price: $186.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e9a4e9d4811782d3a2c118
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 130, Row: 21, Price: $189.00, Est. Price: $189.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67896e715f5eedb9b55197e5
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 213, Row: 11, Price: $192.00, Est. Price: $192.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679bf890f6af5e52e4b4b7e2
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 125, Row: 31, Price: $192.00, Est. Price: $192.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b8bf642f94efc810034809
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 115, Row: 27, Price: $194.00, Est. Price: $194.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67dda307d4811782d3c6d1ee
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 127, Row: 29, Price: $198.00, Est. Price: $198.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67eb793ad4811782d33be8b9
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 209, Row: 10, Price: $199.00, Est. Price: $199.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e9a4f0d4811782d3a38dba
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 207, Row: 9, Price: $201.00, Est. Price: $201.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e9a4edd4811782d3a320c6
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 117, Row: 39, Price: $203.00, Est. Price: $203.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b8ae712f94efc81026da90
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 116, Row: 36, Price: $203.00, Est. Price: $203.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67bc9a6e2f94efc810625b11
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 118, Row: 24, Price: $205.00, Est. Price: $205.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ed909fd4811782d32b2cd0
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 209, Row: 3, Price: $206.00, Est. Price: $206.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e9a4e5d4811782d3a247d0
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 123, Row: 36, Price: $207.00, Est. Price: $207.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67d2cb90dec8018c76f1971d
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 120, Row: 35, Price: $212.00, Est. Price: $212.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ccc56bdec8018c76e2e723
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 120, Row: 23, Price: $212.00, Est. Price: $212.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ed9095d4811782d329fc52
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 121, Row: 36, Price: $219.00, Est. Price: $219.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b8ae712f94efc81026dafa
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 117, Row: 28, Price: $220.00, Est. Price: $220.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67bbdfe22f94efc8106838bd
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 128, Row: 25, Price: $221.00, Est. Price: $221.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/670ea1fbf0923f9bcdb11b68
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 128, Row: 32, Price: $223.00, Est. Price: $223.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ed9083d4811782d3273424
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 122, Row: 39, Price: $224.00, Est. Price: $224.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679bf89ff6af5e52e4b5bb81
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 117, Row: 23, Price: $234.00, Est. Price: $234.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67eb6d48d4811782d3406ed3
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 118, Row: 38, Price: $236.00, Est. Price: $236.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679bf8a6f6af5e52e4b6275c
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 127, Row: 23, Price: $236.00, Est. Price: $236.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67a3e23ff6af5e52e424fc50
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 129, Row: 22, Price: $237.00, Est. Price: $237.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/670ea1f8f0923f9bcdb0ecb3
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 126, Row: 22, Price: $238.00, Est. Price: $238.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67d0bf5cdec8018c764f6d26
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 119, Row: 24, Price: $242.00, Est. Price: $242.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67dc7901d4811782d3340490
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 118, Row: 29, Price: $243.00, Est. Price: $243.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67bbdfe22f94efc8106838b9
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 121, Row: 28, Price: $245.00, Est. Price: $245.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67cf7df6dec8018c76bf7dce
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 124, Row: 26, Price: $251.00, Est. Price: $251.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67896e6d5f5eedb9b5510ad1
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 126, Row: 34, Price: $255.00, Est. Price: $255.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67cf7df2dec8018c76bf29cf
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 123, Row: 24, Price: $259.00, Est. Price: $259.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67e71529d4811782d311caea
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: R, Row: G, Price: $300.00, Est. Price: $300.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/670ea1f0f0923f9bcdb05b94
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: A, Row: C, Price: $316.00, Est. Price: $316.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b8ae712f94efc81026daf0
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: B, Row: F, Price: $327.00, Est. Price: $327.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b8ae712f94efc81026da05
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: O, Row: 18, Price: $339.00, Est. Price: $339.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67eb7966d4811782d33e6cd9
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: S, Row: C, Price: $352.00, Est. Price: $352.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/670ea1faf0923f9bcdb111c7
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: C, Row: 11, Price: $369.00, Est. Price: $369.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b8ae712f94efc81026da7c
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: D, Row: 12, Price: $369.00, Est. Price: $369.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b8ae712f94efc81026dad0
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: N, Row: 13, Price: $372.00, Est. Price: $372.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67d3988fdec8018c763dbffe
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: E, Row: 12, Price: $382.00, Est. Price: $382.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b8ae712f94efc81026dab8
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: F, Row: 12, Price: $382.00, Est. Price: $382.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b8ae712f94efc81026daca
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: I, Row: M, Price: $396.00, Est. Price: $396.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b680e42f94efc8101e04ff
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: L, Row: L, Price: $396.00, Est. Price: $396.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b8a7fe2f94efc81068855d
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: K, Row: K, Price: $398.00, Est. Price: $398.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b8ae712f94efc81026da26
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: P, Row: 9, Price: $419.00, Est. Price: $419.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/679bf896f6af5e52e4b52a73
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: H, Row: L, Price: $430.00, Est. Price: $430.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b8ae712f94efc81026db06
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: Q, Row: 18, Price: $435.00, Est. Price: $435.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67b3f4892f94efc8108e03e4
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: J, Row: J, Price: $499.00, Est. Price: $499.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ed907ad4811782d3262482
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: M, Row: AA, Price: $917.00, Est. Price: $917.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67d74062dec8018c768f6a90
Date: 05-10-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 330, Row: 32, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-10-2025-phoenix-az-chase-field/events/66a17114218fbd1123388267/listings/67ef467b0b271341d17c609b
