Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 128, Row: 25, Price: $75.00, Est. Price: $75.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/670ea0dcf0923f9bcd9a3c55
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 105, Row: 23, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffd0d4811782d3ee9f22
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 104, Row: 21, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffd1d4811782d3eec02d
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 135, Row: 12, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67896deb5f5eedb9b543bc7f
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 111, Row: 6, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/6704d9311a2fe259048414f9
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 109, Row: 9, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/670ea0e5f0923f9bcd9adbd7
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 138, Row: 39, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67eac213d4811782d3cb7dca
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 144, Row: 18, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67eac225d4811782d3ccff0c
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 106, Row: 38, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e45e5ed4811782d3b24059
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 136, Row: 38, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67eac22bd4811782d3cd9e39
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 101, Row: 30, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e45e3ed4811782d3ad110e
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 215, Row: 4, Price: $54.00, Est. Price: $54.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e15d3dd4811782d3eb6c33
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 134, Row: 7, Price: $55.00, Est. Price: $55.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/670ea0e1f0923f9bcd9aa987
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 205, Row: 2, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/670ea0e2f0923f9bcd9ab875
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 216, Row: 1, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/6704da451a2fe25904a2aa2e
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 204, Row: 1, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/6704da171a2fe259049d06ce
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 112, Row: 9, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/6704daa31a2fe25904ae3f67
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 133, Row: 3, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67896df35f5eedb9b54468fb
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 217, Row: 2, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e15d35d4811782d3eae99f
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 218, Row: 1, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/670ea0def0923f9bcd9a7623
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 133, Row: 21, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffd3d4811782d3eee91e
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 134, Row: 21, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffc9d4811782d3ee07f7
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 135, Row: 20, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffc4d4811782d3ed8929
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 111, Row: 18, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffd1d4811782d3eebe7f
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 130, Row: 28, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/670ea0d9f0923f9bcd99f2f2
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 131, Row: 21, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e15d34d4811782d3eac93a
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 132, Row: 5, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/6704db301a2fe25904be549b
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 219, Row: 6, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffd0d4811782d3ee9f82
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 200, Row: 1, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffc3d4811782d3ed61ea
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 114, Row: 24, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/670ea0e5f0923f9bcd9adb8a
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 113, Row: 23, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67896df95f5eedb9b5450755
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 201, Row: 2, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffccd4811782d3ee5b20
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 203, Row: 4, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffced4811782d3ee806b
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 127, Row: 28, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e15d3ad4811782d3eb34cc
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 220, Row: 2, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffd5d4811782d3ef0b53
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 202, Row: 3, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffdad4811782d3ef8f44
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 134, Row: 39, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67eac24cd4811782d3d14d96
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 135, Row: 39, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67eac239d4811782d3cef658
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 111, Row: 38, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e45e5ed4811782d3b243b7
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 110, Row: 39, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e45e64d4811782d3b36dae
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 222, Row: 4, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffccd4811782d3ee58ba
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 223, Row: 2, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffd5d4811782d3ef0531
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 221, Row: 6, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffd0d4811782d3ee9dea
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 119, Row: 23, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67c6285bdec8018c76c75c5f
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 114, Row: 30, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffd3d4811782d3eee587
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 112, Row: 16, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffd3d4811782d3eee88c
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 122, Row: 30, Price: $74.00, Est. Price: $74.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/670ea0e9f0923f9bcd9b0d7f
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 117, Row: 25, Price: $74.00, Est. Price: $74.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/670ea0d9f0923f9bcd99f2e3
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 220, Row: 10, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e853f4d4811782d333b493
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 202, Row: 11, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e85410d4811782d337a3f7
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 218, Row: 11, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e853d5d4811782d32cd5a4
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 125, Row: 28, Price: $78.00, Est. Price: $78.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/670ea0e5f0923f9bcd9ae1bc
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 212, Row: 3, Price: $78.00, Est. Price: $78.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e15d32d4811782d3eaadbf
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 129, Row: 24, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67896df75f5eedb9b544ca87
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 221, Row: 11, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e85400d4811782d335aa1b
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 211, Row: 10, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffc9d4811782d3ee0261
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 213, Row: 6, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffd3d4811782d3eee52a
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 209, Row: 7, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffd3d4811782d3eee4e2
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 214, Row: 7, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffc2d4811782d3ed5f34
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 207, Row: 4, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffd5d4811782d3ef0c2b
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 208, Row: 6, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffd5d4811782d3ef0aa5
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 206, Row: 3, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/670ea0e8f0923f9bcd9b0400
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 126, Row: 26, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67896df85f5eedb9b544ddcd
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 113, Row: 16, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffd6d4811782d3ef32d0
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 112, Row: 38, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e45e7dd4811782d3b6c5d2
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 123, Row: 35, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffc9d4811782d3ee0544
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 121, Row: 34, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffcbd4811782d3ee32b4
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 115, Row: 30, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffc9d4811782d3ee0601
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 118, Row: 29, Price: $84.00, Est. Price: $84.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffd0d4811782d3eea0f0
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 122, Row: 35, Price: $84.00, Est. Price: $84.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffcbd4811782d3ee34ec
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 124, Row: 36, Price: $84.00, Est. Price: $84.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffc8d4811782d3ede050
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 117, Row: 31, Price: $84.00, Est. Price: $84.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffced4811782d3ee8222
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 120, Row: 24, Price: $86.00, Est. Price: $86.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67896de65f5eedb9b5432ff7
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 126, Row: 21, Price: $87.00, Est. Price: $87.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/670ea0e1f0923f9bcd9aa972
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: 116, Row: 21, Price: $93.00, Est. Price: $93.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/6704da751a2fe25904a94902
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: R, Row: G, Price: $100.00, Est. Price: $100.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/670ea0ddf0923f9bcd9a65e6
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: B, Row: G, Price: $102.00, Est. Price: $102.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/670ea0e6f0923f9bcd9aed5d
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: S, Row: G, Price: $110.00, Est. Price: $110.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffdad4811782d3ef89a0
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: A, Row: G, Price: $110.00, Est. Price: $110.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffd5d4811782d3ef0842
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: E, Row: 11, Price: $143.00, Est. Price: $143.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/670ea0e2f0923f9bcd9ab740
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: F, Row: 9, Price: $157.00, Est. Price: $157.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/6704dc791a2fe25904e2d80f
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: N, Row: 9, Price: $157.00, Est. Price: $157.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/670ea0ddf0923f9bcd9a66c3
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: O, Row: 14, Price: $159.00, Est. Price: $159.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e3ffcbd4811782d3ee3574
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: P, Row: 15, Price: $159.00, Est. Price: $159.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e73925d4811782d3492d28
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: C, Row: 11, Price: $159.00, Est. Price: $159.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e7060fd4811782d33ae0e0
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: H, Row: I, Price: $161.00, Est. Price: $161.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/67e15d3ad4811782d3eb2ffc
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: D, Row: 7, Price: $163.00, Est. Price: $163.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/6704dc491a2fe25904de8fe3
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: Q, Row: 8, Price: $168.00, Est. Price: $168.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/670ea0d6f0923f9bcd9996f3
Date: 07-01-2025, Home Team: Dbacks, Away Team: Giants, Section: J, Row: J, Price: $186.00, Est. Price: $186.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-1-2025-phoenix-az-chase-field/events/66a171b6d8d60cfab6f1b764/listings/6704dd961a2fe25904fbb0d8
