Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 128, Row: 25, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/670ea147f0923f9bcda2aeac
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 320, Row: 32, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e45e93d4811782d3b9a0c8
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 204, Row: 1, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/677b329ab98988f2db5629da
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 111, Row: 28, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a686013e2207e70ba042d8
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 216, Row: 1, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/677b329ab98988f2db5629b2
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 205, Row: 2, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e15d3dd4811782d3eb68e2
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 135, Row: 27, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a6860a3e2207e70ba0eb52
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 112, Row: 9, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/677b34b3b98988f2db7fdee8
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 134, Row: 26, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a685fd3e2207e70b9ffeee
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 135, Row: 11, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a686033e2207e70ba05ecf
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 217, Row: 2, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e15d3dd4811782d3eb6c93
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 138, Row: 38, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e45e59d4811782d3b16c19
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 144, Row: 17, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e45e7cd4811782d3b6ac3e
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 139, Row: 39, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e45e72d4811782d3b5d24f
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 106, Row: 39, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e45e4fd4811782d3afa035
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 107, Row: 38, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e45e88d4811782d3b8113b
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 137, Row: 38, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e45e59d4811782d3b16978
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 101, Row: 27, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e45e8cd4811782d3b8a650
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 109, Row: 7, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67896e2a5f5eedb9b549dcf8
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 132, Row: 5, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/677b3541b98988f2db893c13
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 133, Row: 21, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e44813d4811782d3a2b2da
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 133, Row: 4, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67eae68fd4811782d31d485a
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 134, Row: 21, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447f3d4811782d39dbf3f
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 135, Row: 21, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447d8d4811782d399e349
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 111, Row: 18, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e4482bd4811782d3a60627
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 110, Row: 34, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e44822d4811782d3a49ac8
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 218, Row: 1, Price: $72.00, Est. Price: $72.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/670ea146f0923f9bcda28862
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 131, Row: 21, Price: $72.00, Est. Price: $72.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e15d36d4811782d3eaeb07
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 134, Row: 39, Price: $73.00, Est. Price: $73.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/6764fd2bb98988f2dbb69441
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 110, Row: 39, Price: $73.00, Est. Price: $73.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/6764fd2db98988f2dbb6d62f
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 219, Row: 6, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447fcd4811782d39ee272
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 200, Row: 1, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e4481ad4811782d3a3872b
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 130, Row: 24, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a685fd3e2207e70b9fff52
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 202, Row: 3, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447f7d4811782d39e54a6
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 218, Row: 6, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447f5d4811782d39e01a5
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 201, Row: 2, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e44803d4811782d39ff105
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 203, Row: 4, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e44824d4811782d3a4e3ea
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 220, Row: 2, Price: $77.00, Est. Price: $77.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447d8d4811782d399df6d
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 113, Row: 22, Price: $78.00, Est. Price: $78.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a686083e2207e70ba0c59a
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 206, Row: 3, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/670ea150f0923f9bcda36c42
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 114, Row: 30, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447f5d4811782d39e02ed
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 130, Row: 30, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e4481ed4811782d3a41303
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 222, Row: 4, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447fad4811782d39e9322
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 223, Row: 3, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447f3d4811782d39dad38
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 112, Row: 16, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e4481ed4811782d3a404b9
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 132, Row: 1, Price: $80.00, Est. Price: $80.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/677b34e3b98988f2db834c78
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 221, Row: 6, Price: $80.00, Est. Price: $80.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447f8d4811782d39e5f95
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 114, Row: 22, Price: $80.00, Est. Price: $80.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67896e3b5f5eedb9b54bd7c2
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 127, Row: 28, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e15d3cd4811782d3eb452d
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 112, Row: 1, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/677b33edb98988f2db6f2c24
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 119, Row: 23, Price: $85.00, Est. Price: $85.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67c62826dec8018c76c34854
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 127, Row: 34, Price: $86.00, Est. Price: $86.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a686103e2207e70ba14461
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 116, Row: 21, Price: $87.00, Est. Price: $87.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/677b3572b98988f2db8bc5fa
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 125, Row: 37, Price: $87.00, Est. Price: $87.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a6860b3e2207e70ba0fc45
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 208, Row: 3, Price: $87.00, Est. Price: $87.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e15d3ad4811782d3eb3065
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 220, Row: 10, Price: $87.00, Est. Price: $87.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e45e42d4811782d3adc9dc
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 126, Row: 21, Price: $88.00, Est. Price: $88.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/677b35fdb98988f2db980a19
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 123, Row: 37, Price: $89.00, Est. Price: $89.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a685f73e2207e70b9f7e4d
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 211, Row: 10, Price: $89.00, Est. Price: $89.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e4480cd4811782d3a12b1b
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 125, Row: 28, Price: $89.00, Est. Price: $89.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/670ea150f0923f9bcda36cf4
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 213, Row: 6, Price: $89.00, Est. Price: $89.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e44822d4811782d3a49a62
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 209, Row: 7, Price: $89.00, Est. Price: $89.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e44830d4811782d3a6d839
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 214, Row: 7, Price: $89.00, Est. Price: $89.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447f3d4811782d39db296
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 115, Row: 32, Price: $89.00, Est. Price: $89.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a685fb3e2207e70b9fcd8b
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 207, Row: 4, Price: $89.00, Est. Price: $89.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447e6d4811782d39bded9
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 212, Row: 3, Price: $89.00, Est. Price: $89.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e15d39d4811782d3eb1d5e
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 113, Row: 15, Price: $90.00, Est. Price: $90.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e4482bd4811782d3a60328
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 221, Row: 12, Price: $90.00, Est. Price: $90.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e45e55d4811782d3b05f27
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 129, Row: 30, Price: $94.00, Est. Price: $94.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447e8d4811782d39c2688
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 118, Row: 29, Price: $95.00, Est. Price: $95.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e44800d4811782d39f8aad
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 121, Row: 35, Price: $95.00, Est. Price: $95.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447ddd4811782d39a9d5e
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 126, Row: 32, Price: $95.00, Est. Price: $95.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447f1d4811782d39d5dda
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 122, Row: 35, Price: $96.00, Est. Price: $96.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e4481cd4811782d3a3c583
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 124, Row: 36, Price: $96.00, Est. Price: $96.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e44829d4811782d3a57c2f
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 117, Row: 21, Price: $98.00, Est. Price: $98.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/670ea149f0923f9bcda2c84a
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 120, Row: 24, Price: $100.00, Est. Price: $100.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67896e2d5f5eedb9b54a2bec
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: B, Row: G, Price: $123.00, Est. Price: $123.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/670ea14ef0923f9bcda3408f
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: A, Row: F, Price: $137.00, Est. Price: $137.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a685f83e2207e70b9f93b8
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: S, Row: G, Price: $138.00, Est. Price: $138.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447e6d4811782d39bdb11
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: R, Row: E, Price: $144.00, Est. Price: $144.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a685f73e2207e70b9f7e0f
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: E, Row: 11, Price: $160.00, Est. Price: $160.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/670ea13ff0923f9bcda1f875
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: F, Row: 9, Price: $168.00, Est. Price: $168.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/677b3717b98988f2dbaf7ca1
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: D, Row: 7, Price: $174.00, Est. Price: $174.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/677b36e7b98988f2dbaa2b50
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: O, Row: 14, Price: $177.00, Est. Price: $177.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e44822d4811782d3a49f55
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: P, Row: 15, Price: $177.00, Est. Price: $177.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e4482bd4811782d3a60683
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: N, Row: 17, Price: $177.00, Est. Price: $177.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447fcd4811782d39ede84
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: H, Row: H, Price: $189.00, Est. Price: $189.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67eada4ad4811782d38117fa
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: G, Row: M, Price: $189.00, Est. Price: $189.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447dbd4811782d39a51d0
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: Q, Row: 8, Price: $189.00, Est. Price: $189.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/670ea147f0923f9bcda2ae13
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: I, Row: G, Price: $192.00, Est. Price: $192.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/677b4193b98988f2db8361b8
