Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 200, Row: 3, Price: $86.00, Est. Price: $86.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67e71c54d4811782d3e58418
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 136, Row: 26, Price: $95.00, Est. Price: $95.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/670ea1b4f0923f9bcdaca607
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 217, Row: 11, Price: $95.00, Est. Price: $95.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/6764fad1b98988f2db63c052
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 142, Row: 33, Price: $95.00, Est. Price: $95.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679d8ef7f6af5e52e4b3c8c1
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 110, Row: 39, Price: $98.00, Est. Price: $98.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/6764fad2b98988f2db63cc12
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 109, Row: 28, Price: $101.00, Est. Price: $101.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67b16bc02f94efc810afd49d
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 134, Row: 39, Price: $103.00, Est. Price: $103.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/6764fad0b98988f2db63a8be
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 110, Row: 27, Price: $103.00, Est. Price: $103.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf0b4f6af5e52e4b91dda
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 200, Row: 11, Price: $104.00, Est. Price: $104.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/6764fad0b98988f2db638d4d
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 220, Row: 10, Price: $106.00, Est. Price: $106.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/6764faceb98988f2db6362ce
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 133, Row: 20, Price: $107.00, Est. Price: $107.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67e4b38fd4811782d3235ae2
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 111, Row: 28, Price: $108.00, Est. Price: $108.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67eafb1dd4811782d3adca29
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 134, Row: 23, Price: $108.00, Est. Price: $108.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ee502bd4811782d3d30bd0
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 135, Row: 24, Price: $108.00, Est. Price: $108.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef205a0b271341d1eff6e1
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 110, Row: 20, Price: $108.00, Est. Price: $108.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67f0374b0b271341d16d0a26
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 113, Row: 39, Price: $112.00, Est. Price: $112.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/6764fad2b98988f2db63cc8a
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 111, Row: 11, Price: $112.00, Est. Price: $112.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67b4f8182f94efc810877b4a
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 133, Row: 26, Price: $113.00, Est. Price: $113.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67c093f2dec8018c76073159
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 201, Row: 11, Price: $113.00, Est. Price: $113.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef5a0c0b271341d13684dc
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 133, Row: 8, Price: $115.00, Est. Price: $115.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67896e745f5eedb9b551f813
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 135, Row: 11, Price: $115.00, Est. Price: $115.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf287f6af5e52e4e78a79
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 134, Row: 5, Price: $117.00, Est. Price: $117.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/670ea1b2f0923f9bcdac7ca3
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 111, Row: 6, Price: $117.00, Est. Price: $117.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67b16bd72f94efc810b210f1
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 131, Row: 39, Price: $123.00, Est. Price: $123.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/6764fad3b98988f2db63dd89
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 218, Row: 8, Price: $123.00, Est. Price: $123.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf0aff6af5e52e4b8adc4
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 130, Row: 36, Price: $124.00, Est. Price: $124.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67af9bb12f94efc810d6b23b
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 133, Row: 38, Price: $124.00, Est. Price: $124.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef46f30b271341d18d55f4
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 135, Row: 39, Price: $124.00, Est. Price: $124.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef48480b271341d1b53ff8
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 111, Row: 38, Price: $124.00, Est. Price: $124.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef484a0b271341d1b5725a
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 221, Row: 10, Price: $126.00, Est. Price: $126.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ef46e40b271341d18b8e08
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 204, Row: 1, Price: $127.00, Est. Price: $127.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/670ea1a7f0923f9bcdab77fe
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 206, Row: 11, Price: $127.00, Est. Price: $127.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/6764facfb98988f2db6385ad
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 202, Row: 6, Price: $127.00, Est. Price: $127.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf0a9f6af5e52e4b83fce
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 218, Row: 1, Price: $129.00, Est. Price: $129.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/670ea1b8f0923f9bcdad1d10
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 208, Row: 11, Price: $131.00, Est. Price: $131.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67f028e40b271341d1babfd7
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 206, Row: 5, Price: $131.00, Est. Price: $131.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67f028e80b271341d1bb84fd
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 132, Row: 22, Price: $131.00, Est. Price: $131.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67f028f00b271341d1bccac2
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 207, Row: 10, Price: $131.00, Est. Price: $131.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67f028f50b271341d1bda23a
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 112, Row: 24, Price: $131.00, Est. Price: $131.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67f028fc0b271341d1becd47
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 114, Row: 37, Price: $131.00, Est. Price: $131.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67f028fd0b271341d1bf11ce
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 113, Row: 26, Price: $131.00, Est. Price: $131.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67f028fe0b271341d1bf52f2
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 212, Row: 10, Price: $131.00, Est. Price: $131.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67f028fe0b271341d1bf5306
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 214, Row: 9, Price: $131.00, Est. Price: $131.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67f029010b271341d1bfc1a5
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 209, Row: 11, Price: $131.00, Est. Price: $131.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67f029020b271341d1c001b6
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 131, Row: 21, Price: $132.00, Est. Price: $132.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67e15d3dd4811782d3eb6928
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 213, Row: 9, Price: $133.00, Est. Price: $133.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67f028fe0b271341d1bf52e6
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 114, Row: 23, Price: $136.00, Est. Price: $136.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf0b4f6af5e52e4b91df7
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 128, Row: 39, Price: $138.00, Est. Price: $138.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/6764fad0b98988f2db63a7d5
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 113, Row: 21, Price: $138.00, Est. Price: $138.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf293f6af5e52e4e898d1
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 130, Row: 21, Price: $139.00, Est. Price: $139.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67896e745f5eedb9b551f7eb
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 112, Row: 3, Price: $140.00, Est. Price: $140.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf0aef6af5e52e4b89c21
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: Terr, Row: 2, Price: $141.00, Est. Price: $141.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ec129cd4811782d35157e3
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 132, Row: 2, Price: $142.00, Est. Price: $142.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/670ea1a9f0923f9bcdaba658
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 119, Row: 38, Price: $144.00, Est. Price: $144.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/6764fad0b98988f2db638dbb
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 125, Row: 38, Price: $150.00, Est. Price: $150.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/6764fad1b98988f2db63c0bb
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 116, Row: 23, Price: $158.00, Est. Price: $158.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/6729368b585e58e5aa6c83ae
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 116, Row: 37, Price: $159.00, Est. Price: $159.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67a3b741f6af5e52e413d6d4
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 123, Row: 38, Price: $160.00, Est. Price: $160.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf0b7f6af5e52e4b953ca
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 118, Row: 23, Price: $162.00, Est. Price: $162.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ed908dd4811782d328fc8c
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 122, Row: 37, Price: $164.00, Est. Price: $164.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf32cf6af5e52e402daeb
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 121, Row: 39, Price: $164.00, Est. Price: $164.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67d8818bdec8018c766501ef
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 113, Row: 14, Price: $165.00, Est. Price: $165.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67eb78dfd4811782d335e128
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 129, Row: 38, Price: $165.00, Est. Price: $165.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67f028e80b271341d1bb84ba
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 127, Row: 33, Price: $165.00, Est. Price: $165.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67f037540b271341d16df7a6
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 126, Row: 27, Price: $171.00, Est. Price: $171.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ed9079d4811782d32619e3
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 117, Row: 32, Price: $172.00, Est. Price: $172.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67e85c01d4811782d3341098
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 128, Row: 25, Price: $173.00, Est. Price: $173.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/670ea1a8f0923f9bcdab8a55
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 121, Row: 25, Price: $173.00, Est. Price: $173.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ed90a8d4811782d32ca42b
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 126, Row: 34, Price: $173.00, Est. Price: $173.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67f028fd0b271341d1bf11da
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 115, Row: 24, Price: $175.00, Est. Price: $175.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf287f6af5e52e4e78a82
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 117, Row: 23, Price: $175.00, Est. Price: $175.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67d0be8adec8018c7639c615
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 127, Row: 23, Price: $176.00, Est. Price: $176.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf0a5f6af5e52e4b7f8ab
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 120, Row: 23, Price: $176.00, Est. Price: $176.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ed9090d4811782d329621a
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 129, Row: 22, Price: $178.00, Est. Price: $178.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/670ea1a6f0923f9bcdab6a7f
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 119, Row: 23, Price: $179.00, Est. Price: $179.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67d0bea8dec8018c763d4faf
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 126, Row: 22, Price: $181.00, Est. Price: $181.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67d0bec6dec8018c7640be04
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 123, Row: 26, Price: $182.00, Est. Price: $182.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf28bf6af5e52e4e7d09c
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 124, Row: 25, Price: $212.00, Est. Price: $212.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67ed9099d4811782d32a6243
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: R, Row: G, Price: $218.00, Est. Price: $218.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/670ea1acf0923f9bcdabe119
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: B, Row: D, Price: $254.00, Est. Price: $254.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67b22edd2f94efc810251c50
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: 114, Row: 15, Price: $260.00, Est. Price: $260.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67bbdf6b2f94efc8105d7b7f
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: S, Row: B, Price: $261.00, Est. Price: $261.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67896e6d5f5eedb9b5510b04
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: E, Row: 18, Price: $273.00, Est. Price: $273.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf19cf6af5e52e4cdd611
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: C, Row: 15, Price: $292.00, Est. Price: $292.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67eb787bd4811782d32e880b
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: P, Row: 16, Price: $292.00, Est. Price: $292.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67eb787bd4811782d32e8824
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: Q, Row: 14, Price: $298.00, Est. Price: $298.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67eb787bd4811782d32e881d
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: D, Row: 14, Price: $304.00, Est. Price: $304.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/67eb787bd4811782d32e8810
Date: 05-09-2025, Home Team: Dbacks, Away Team: Dodgers, Section: P, Row: 9, Price: $322.00, Est. Price: $322.00, URL: https://gametime.co/mlb-baseball/dodgers-at-diamondbacks-tickets/5-9-2025-phoenix-az-chase-field/events/66a1711082a078a95ab95ae6/listings/679bf0adf6af5e52e4b885e0
