Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 128, Row: 25, Price: $104.00, Est. Price: $104.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/670ea164f0923f9bcda5a122
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 111, Row: 24, Price: $77.00, Est. Price: $77.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a691293e2207e70bb07154
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 204, Row: 10, Price: $78.00, Est. Price: $78.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67b4f3942f94efc810056dbb
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 133, Row: 24, Price: $78.00, Est. Price: $78.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e70554d4811782d32913f3
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 217, Row: 11, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/6764fad2b98988f2db63cc19
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 110, Row: 23, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a691283e2207e70bb05bff
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 216, Row: 1, Price: $80.00, Est. Price: $80.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67b4e0722f94efc81004559e
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 205, Row: 2, Price: $80.00, Est. Price: $80.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67d48fb7dec8018c7684ba62
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 109, Row: 19, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e5b346d4811782d3c02a28
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 110, Row: 39, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/6764fad1b98988f2db63c069
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 217, Row: 2, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67d48fb8dec8018c7684e571
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 200, Row: 4, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e32046d4811782d333fbf2
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 219, Row: 6, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e32059d4811782d3364fad
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 135, Row: 20, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67ea0a8dd4811782d32c51c3
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 109, Row: 14, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67eac92fd4811782d3a75938
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 203, Row: 7, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67ec5f4ed4811782d392ff97
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 201, Row: 4, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67eee6a10b271341d15101c9
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 218, Row: 11, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67eefb220b271341d1c0ef88
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 133, Row: 8, Price: $84.00, Est. Price: $84.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67896cc75f5eedb9b522b6ed
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 131, Row: 21, Price: $84.00, Est. Price: $84.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67d48fbbdec8018c76855720
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 202, Row: 4, Price: $84.00, Est. Price: $84.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e32033d4811782d331c453
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 220, Row: 5, Price: $84.00, Est. Price: $84.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e87cbdd4811782d3943aa1
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 134, Row: 7, Price: $85.00, Est. Price: $85.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/670ea16ef0923f9bcda6c069
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 133, Row: 3, Price: $86.00, Est. Price: $86.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67896ccc5f5eedb9b5234c66
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 223, Row: 3, Price: $86.00, Est. Price: $86.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e32029d4811782d330c559
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 222, Row: 4, Price: $86.00, Est. Price: $86.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e6f6f7d4811782d38f3bc1
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 111, Row: 2, Price: $86.00, Est. Price: $86.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e70563d4811782d32a8ea5
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 220, Row: 10, Price: $87.00, Est. Price: $87.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/6764faceb98988f2db636313
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 200, Row: 11, Price: $87.00, Est. Price: $87.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/6764faceb98988f2db63643a
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 131, Row: 37, Price: $87.00, Est. Price: $87.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a691163e2207e70baf271e
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 221, Row: 5, Price: $87.00, Est. Price: $87.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67ec95b4d4811782d3d84c8c
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 130, Row: 36, Price: $88.00, Est. Price: $88.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e7055ed4811782d32a0bf3
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 114, Row: 32, Price: $89.00, Est. Price: $89.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a928413e2207e70b9693ca
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 132, Row: 2, Price: $92.00, Est. Price: $92.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67b4e0722f94efc810045627
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 214, Row: 10, Price: $93.00, Est. Price: $93.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a6911f3e2207e70bafb0e7
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 127, Row: 28, Price: $94.00, Est. Price: $94.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67d48fbbdec8018c76855694
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 206, Row: 3, Price: $95.00, Est. Price: $95.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/670ea16bf0923f9bcda62ecb
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 116, Row: 39, Price: $95.00, Est. Price: $95.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/6764fad0b98988f2db63a81d
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 114, Row: 23, Price: $95.00, Est. Price: $95.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67be45f32f94efc810fdd3c7
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 125, Row: 38, Price: $96.00, Est. Price: $96.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/6764facfb98988f2db638533
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 115, Row: 25, Price: $96.00, Est. Price: $96.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67ed90a2d4811782d32bb876
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 209, Row: 10, Price: $98.00, Est. Price: $98.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a691243e2207e70bb00ba6
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 121, Row: 39, Price: $99.00, Est. Price: $99.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e0a1ead4811782d3b0c7d9
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 125, Row: 27, Price: $99.00, Est. Price: $99.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67ed907dd4811782d3267f5f
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 206, Row: 11, Price: $100.00, Est. Price: $100.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/6764fad0b98988f2db63a810
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 130, Row: 21, Price: $101.00, Est. Price: $101.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67896cd95f5eedb9b524c7cb
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 211, Row: 8, Price: $101.00, Est. Price: $101.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a691123e2207e70baed6ac
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 207, Row: 6, Price: $102.00, Est. Price: $102.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e32038d4811782d33232a6
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 208, Row: 6, Price: $102.00, Est. Price: $102.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e32046d4811782d333f2dc
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 213, Row: 7, Price: $102.00, Est. Price: $102.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e4df4cd4811782d3d1ddb0
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 212, Row: 10, Price: $102.00, Est. Price: $102.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67eb3d39d4811782d395b489
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 122, Row: 36, Price: $103.00, Est. Price: $103.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a691213e2207e70bafded6
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 112, Row: 3, Price: $103.00, Est. Price: $103.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a691213e2207e70bafdf04
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 118, Row: 23, Price: $103.00, Est. Price: $103.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67ed90a8d4811782d32ca32c
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 126, Row: 27, Price: $105.00, Est. Price: $105.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67ed9078d4811782d325f494
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 113, Row: 16, Price: $106.00, Est. Price: $106.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67eb44b1d4811782d3751e2a
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 117, Row: 32, Price: $107.00, Est. Price: $107.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a691223e2207e70bafed5a
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 129, Row: 32, Price: $108.00, Est. Price: $108.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a7ad333e2207e70b3788d6
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 120, Row: 35, Price: $109.00, Est. Price: $109.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67b62bd62f94efc8105a3b3e
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 120, Row: 23, Price: $109.00, Est. Price: $109.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67ed908fd4811782d3292a5a
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 126, Row: 21, Price: $110.00, Est. Price: $110.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67b4e10b2f94efc810187f66
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 128, Row: 33, Price: $110.00, Est. Price: $110.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67ec3c27d4811782d333f014
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 116, Row: 26, Price: $114.00, Est. Price: $114.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a691233e2207e70baffdf6
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 118, Row: 32, Price: $114.00, Est. Price: $114.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67b62bdd2f94efc8105b2253
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 124, Row: 37, Price: $114.00, Est. Price: $114.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e32033d4811782d331cb97
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 119, Row: 33, Price: $114.00, Est. Price: $114.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e32044d4811782d333a554
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 123, Row: 36, Price: $114.00, Est. Price: $114.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e3204cd4811782d334f5ce
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 118, Row: 38, Price: $114.00, Est. Price: $114.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e75ab5d4811782d34b8b1d
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 126, Row: 32, Price: $114.00, Est. Price: $114.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67eb3450d4811782d39c7ef0
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 129, Row: 24, Price: $115.00, Est. Price: $115.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67896cd55f5eedb9b5244b3e
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 117, Row: 22, Price: $117.00, Est. Price: $117.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a6911e3e2207e70baf97fd
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: Terr, Row: 2, Price: $135.00, Est. Price: $135.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67edf997d4811782d381c765
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: A, Row: F, Price: $147.00, Est. Price: $147.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e39945d4811782d37156f6
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: D, Row: 13, Price: $149.00, Est. Price: $149.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e6bcffd4811782d384ae43
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: R, Row: F, Price: $151.00, Est. Price: $151.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a691153e2207e70baf12e4
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: S, Row: F, Price: $158.00, Est. Price: $158.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e39955d4811782d3732383
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: B, Row: D, Price: $163.00, Est. Price: $163.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a691273e2207e70bb04e5f
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: C, Row: 18, Price: $183.00, Est. Price: $183.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67b4f3092f94efc810f8ebec
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: H, Row: I, Price: $189.00, Est. Price: $189.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67d48fc1dec8018c76863d17
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: O, Row: 10, Price: $195.00, Est. Price: $195.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e81065d4811782d3226b81
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: P, Row: 9, Price: $197.00, Est. Price: $197.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a691223e2207e70bafec40
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: E, Row: 16, Price: $201.00, Est. Price: $201.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67f003ab0b271341d10898d8
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: G, Row: M, Price: $213.00, Est. Price: $213.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e32031d4811782d331aeb4
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: Q, Row: 8, Price: $215.00, Est. Price: $215.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/670ea165f0923f9bcda5b5c1
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: J, Row: L, Price: $216.00, Est. Price: $216.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67b4e3e92f94efc8106936f2
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: F, Row: 8, Price: $217.00, Est. Price: $217.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67bb9e722f94efc810fc936a
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: M, Row: AA, Price: $475.00, Est. Price: $475.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e59a78d4811782d3d9d6e7
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 122, Row: 36, Price: $105.00, Est. Price: $105.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a691213e2207e70bafded6
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 303, Row: 11, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67eb5958d4811782d3716468
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 301, Row: 11, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67eb5947d4811782d36fa109
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 302, Row: 10, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a6910f3e2207e70baea6f6
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 312, Row: 21, Price: $51.00, Est. Price: $51.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67be45ea2f94efc810fcf3a3
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 307, Row: 14, Price: $51.00, Est. Price: $51.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67be45ea2f94efc810fcf387
