Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 302, Row: 2, Price: $15, Est. Price: $27.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936276951
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 322, Row: 13, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189547
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 322, Row: 14, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189553
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 322, Row: 15, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189560
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 322, Row: 16, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189563
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 322, Row: 17, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189573
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 322, Row: 18, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189588
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 322, Row: 19, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189603
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 322, Row: 20, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189617
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 322, Row: 21, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189626
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 322, Row: 22, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189631
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 322, Row: 23, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189646
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 322, Row: 24, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189665
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 317, Row: 13, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189183
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 317, Row: 14, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189191
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 317, Row: 15, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189197
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 317, Row: 16, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189205
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 317, Row: 17, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189211
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 317, Row: 18, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189221
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 317, Row: 19, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189232
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 317, Row: 20, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189252
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 317, Row: 21, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189258
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 317, Row: 22, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189265
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 317, Row: 23, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189279
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 317, Row: 24, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189168
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 110, Row: 10, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936624765
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 109, Row: 9, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8969548705
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 322, Row: 10, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8829615064
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 317, Row: 10, Price: $32, Est. Price: $51.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8833244813
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 327, Row: 4, Price: $33, Est. Price: $52.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8829666165
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 111, Row: 2, Price: $33, Est. Price: $52.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8076445133
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 204, Row: 1, Price: $33, Est. Price: $52.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8076449630
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 216, Row: 1, Price: $33, Est. Price: $52.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8076449729
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 215, Row: 4, Price: $33, Est. Price: $52.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=9034273338
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 134, Row: 7, Price: $34, Est. Price: $54.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936800352
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 106, Row: 28, Price: $34, Est. Price: $54.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8829608010
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 112, Row: 9, Price: $34, Est. Price: $54.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8076459181
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 109, Row: 7, Price: $35, Est. Price: $56.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936708519
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 137, Row: 27, Price: $35, Est. Price: $56.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8894418028
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 106, Row: 26, Price: $35, Est. Price: $56.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8868967382
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 110, Row: 8, Price: $35, Est. Price: $56.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=9034268906
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 322, Row: 5, Price: $36, Est. Price: $57.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8930498241
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 317, Row: 3, Price: $36, Est. Price: $57.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8833244848
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 205, Row: 2, Price: $36, Est. Price: $57.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936800824
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 134, Row: 5, Price: $36, Est. Price: $57.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936800273
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 134, Row: 6, Price: $36, Est. Price: $57.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936806448
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 112, Row: 7, Price: $36, Est. Price: $57.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8076468158
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 318, Row: 3, Price: $36, Est. Price: $57.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8829614953
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 100, Row: 1, Price: $36, Est. Price: $57.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8799149247
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 133, Row: 4, Price: $36, Est. Price: $57.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=9031177654
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 133, Row: 3, Price: $37, Est. Price: $59.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936708629
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 317, Row: 2, Price: $37, Est. Price: $59.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8919189241
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 112, Row: 6, Price: $37, Est. Price: $59.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8076487173
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 132, Row: 6, Price: $37, Est. Price: $59.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8076489059
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 217, Row: 2, Price: $37, Est. Price: $59.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=9034273496
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 320, Row: 3, Price: $37, Est. Price: $59.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8829614925
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 133, Row: 2, Price: $37, Est. Price: $59.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936800203
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 112, Row: 5, Price: $38, Est. Price: $60.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8076484916
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 132, Row: 5, Price: $38, Est. Price: $60.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8076485389
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 132, Row: 4, Price: $38, Est. Price: $60.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8894838113
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 218, Row: 1, Price: $38, Est. Price: $60.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936706125
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 130, Row: 28, Price: $39, Est. Price: $62.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936799999
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 130, Row: 29, Price: $39, Est. Price: $62.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936806156
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 131, Row: 21, Price: $40, Est. Price: $64.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=9034270836
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 130, Row: 26, Price: $40, Est. Price: $64.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936806141
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 132, Row: 2, Price: $40, Est. Price: $64.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8076490145
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 114, Row: 24, Price: $42, Est. Price: $67.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936799780
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 217, Row: 1, Price: $42, Est. Price: $67.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936805728
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 136, Row: 23, Price: $43, Est. Price: $68.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8825012172
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 130, Row: 22, Price: $44, Est. Price: $70.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936708409
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 113, Row: 23, Price: $44, Est. Price: $70.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936708800
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 127, Row: 28, Price: $44, Est. Price: $70.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=9034270670
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 121, Row: 21, Price: $45, Est. Price: $72.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8906065749
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 114, Row: 22, Price: $46, Est. Price: $73.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936806094
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 119, Row: 23, Price: $46, Est. Price: $73.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=9044827318
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 110, Row: 7, Price: $46, Est. Price: $73.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8982041469
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 130, Row: 21, Price: $47, Est. Price: $75.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936708328
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 206, Row: 3, Price: $47, Est. Price: $75.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936706501
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 113, Row: 21, Price: $47, Est. Price: $75.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936708227
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 127, Row: 26, Price: $47, Est. Price: $75.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=9034270331
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 129, Row: 21, Price: $47, Est. Price: $75.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8857898697
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 203, Row: 2, Price: $48, Est. Price: $76.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8930493153
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 202, Row: 2, Price: $48, Est. Price: $76.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8829607901
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 220, Row: 3, Price: $48, Est. Price: $76.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8829607775
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 219, Row: 4, Price: $48, Est. Price: $76.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8829666253
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 128, Row: 25, Price: $48, Est. Price: $76.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936706701
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 122, Row: 30, Price: $48, Est. Price: $76.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936706621
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 112, Row: 2, Price: $48, Est. Price: $76.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936708177
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 127, Row: 25, Price: $49, Est. Price: $78.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936624682
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 122, Row: 29, Price: $49, Est. Price: $78.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936624309
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 201, Row: 11, Price: $49, Est. Price: $78.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=9010171574
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 200, Row: 10, Price: $49, Est. Price: $78.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=9010171567
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 125, Row: 28, Price: $50, Est. Price: $80.00, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936806503
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 115, Row: 21, Price: $51, Est. Price: $81.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8497687089
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 117, Row: 25, Price: $51, Est. Price: $81.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936622417
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 221, Row: 11, Price: $51, Est. Price: $81.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=9010171722
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 222, Row: 11, Price: $51, Est. Price: $81.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=9010171718
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 208, Row: 3, Price: $51, Est. Price: $81.60, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=9034272486
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 212, Row: 3, Price: $52, Est. Price: $83.20, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=9034272627
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 126, Row: 26, Price: $53, Est. Price: $84.80, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8936805976
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 203, Row: 1, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910983862
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 201, Row: 1, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910983617
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 200, Row: 1, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910983528
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 219, Row: 1, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910985143
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 201, Row: 2, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910983641
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 220, Row: 1, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910985255
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 200, Row: 2, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910983544
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 201, Row: 3, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910983656
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 200, Row: 3, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910983548
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 201, Row: 4, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910983681
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 220, Row: 2, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910985275
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 200, Row: 4, Price: $54, Est. Price: $86.40, URL: https://www.stubhub.com/arizona-diamondbacks-phoenix-tickets-8-19-2025/event/154664260/?quantity=2&listingId=8910983553
